text,target,sample_id,review_id,lang,range,aspect_category,sentiment,from,to
The menu is limited but almost all of the dishes are excellent.,dishes,658,122,EN,"[42,48)",food#quality,POSITIVE,42,48
The lobster sandwich is good and the spaghetti with Scallops and Shrimp is great.,lobster sandwich,659,122,EN,"[4,20)",food#quality,POSITIVE,4,20
The lobster sandwich is good and the spaghetti with Scallops and Shrimp is great.,spaghetti with Scallops and Shrimp,659,122,EN,"[37,71)",food#quality,POSITIVE,37,71
The service is good and ambience is good for a date or group outing.,service,660,122,EN,"[4,11)",service#general,POSITIVE,4,11
The service is good and ambience is good for a date or group outing.,ambience,660,122,EN,"[24,32)",ambience#general,POSITIVE,24,32
The only fallback on this restaurant is the prices.,restaurant,661,122,EN,"[26,36)",restaurant#prices,NEGATIVE,26,36
"Even though its good seafood, the prices are too high.",seafood,662,122,EN,"[21,28)",food#quality,POSITIVE,21,28
"Even though its good seafood, the prices are too high.",,662,122,EN,"[0,0)",restaurant#prices,NEGATIVE,0,0
The lobster sandwich is $24 and although it was good it was not nearly enough to warrant that price.,lobster sandwich,663,122,EN,"[4,20)",food#quality,POSITIVE,4,20
The lobster sandwich is $24 and although it was good it was not nearly enough to warrant that price.,lobster sandwich,663,122,EN,"[4,20)",food#prices,NEGATIVE,4,20
We were very pleasantly surprised.,,666,123,EN,"[0,0)",restaurant#general,POSITIVE,0,0
"The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch.",food,667,123,EN,"[4,8)",food#quality,POSITIVE,4,8
"The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch.",halibut special,667,123,EN,"[32,47)",food#quality,POSITIVE,32,47
"The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch.",steak,667,123,EN,"[64,69)",food#quality,POSITIVE,64,69
"The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch.",service,667,123,EN,"[80,87)",service#general,POSITIVE,80,87
"When my dessert came, there was a candle in it - not because anyone asked for one - but because the waiter must have seen me opening my birthday card and gift, and said he knew it was a special occassion of some sort.",waiter,668,123,EN,"[100,106)",service#general,POSITIVE,100,106
Truly the mark of an attentive waiter.,waiter,669,123,EN,"[31,37)",service#general,POSITIVE,31,37
I highly recommend the restaurant based on our experience last night.,restaurant,670,123,EN,"[23,33)",restaurant#general,POSITIVE,23,33
We ate at this Thai place following the reviews but very unhappy with the foods.,foods,671,124,EN,"[74,79)",food#quality,NEGATIVE,74,79
We thought that this place is using too much of MSG cooking in the foods.,foods,672,124,EN,"[67,72)",food#quality,NEGATIVE,67,72
"They don't concern much of customer's health, just want to make money.",,674,124,EN,"[0,0)",restaurant#miscellaneous,NEGATIVE,0,0
please don't fool us.,,675,124,EN,"[0,0)",restaurant#miscellaneous,NEGATIVE,0,0
"I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.",jelly fish,677,125,EN,"[16,26)",food#quality,POSITIVE,16,26
"I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.",drunken chicken,677,125,EN,"[28,43)",food#quality,POSITIVE,28,43
"I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.",soupy dumplings,677,125,EN,"[52,67)",food#quality,POSITIVE,52,67
"I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.",stir fry blue crab,677,125,EN,"[83,101)",food#quality,POSITIVE,83,101
The food is so cheap and the waiters are nice.,food,678,125,EN,"[4,8)",food#prices,POSITIVE,4,8
The food is so cheap and the waiters are nice.,waiters,678,125,EN,"[29,36)",service#general,POSITIVE,29,36
"Of course, it is crowded but who cares.",,679,125,EN,"[0,0)",ambience#general,NEUTRAL,0,0
Authentic Shanghai style and I cannot recommend a better Shanghai place in New York.,,680,125,EN,"[0,0)",restaurant#miscellaneous,POSITIVE,0,0
Have frequented 'ino for several years and the food remains excellent.,food,681,126,EN,"[47,51)",food#quality,POSITIVE,47,51
Cheese plate is a varied delight and great bargain at $10.,Cheese plate,682,126,EN,"[0,12)",food#quality,POSITIVE,0,12
Cheese plate is a varied delight and great bargain at $10.,Cheese plate,682,126,EN,"[0,12)",food#style_options,POSITIVE,0,12
Cheese plate is a varied delight and great bargain at $10.,Cheese plate,682,126,EN,"[0,12)",food#prices,POSITIVE,0,12
"The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.",bruschettas,683,126,EN,"[23,34)",food#style_options,POSITIVE,23,34
"The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.",paninis,683,126,EN,"[36,43)",food#style_options,POSITIVE,36,43
"The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.",tramezzinis,683,126,EN,"[45,56)",food#style_options,POSITIVE,45,56
"(The asparagus, truffle oil, parmesan bruschetta is a winner!)","asparagus, truffle oil, parmesan bruschetta",684,126,EN,"[5,48)",food#quality,POSITIVE,5,48
Wine list is extensive without being over-priced.,Wine list,685,126,EN,"[0,9)",drinks#style_options,POSITIVE,0,9
Wine list is extensive without being over-priced.,Wine list,685,126,EN,"[0,9)",drinks#prices,POSITIVE,0,9
"Be sure to try the seasonal, and always delicious, specials.",specials,686,126,EN,"[51,59)",food#quality,POSITIVE,51,59
Definitely a neighborhood favorite.,,687,126,EN,"[0,0)",restaurant#general,POSITIVE,0,0
I loved this place!!,place,688,127,EN,"[13,18)",restaurant#general,POSITIVE,13,18
I almost hesititate to write a review because the atmosphere was so great and I would hate for it too become to crowded.,atmosphere,689,127,EN,"[50,60)",ambience#general,POSITIVE,50,60
"The food was very good, a great deal, and the place its self was great.",food,690,127,EN,"[4,8)",food#quality,POSITIVE,4,8
"The food was very good, a great deal, and the place its self was great.",food,690,127,EN,"[4,8)",food#prices,POSITIVE,4,8
"The food was very good, a great deal, and the place its self was great.",place,690,127,EN,"[46,51)",ambience#general,POSITIVE,46,51
"The wait staff is very freindly, they make it feel like you're eating in a freindly little european town.",wait staff,691,127,EN,"[4,14)",service#general,POSITIVE,4,14
"I like Cafe Noir dont get me wrong, it is jsut that the people who work there are evil and incompetent!!",people,692,128,EN,"[56,62)",service#general,NEGATIVE,56,62
"I like Cafe Noir dont get me wrong, it is jsut that the people who work there are evil and incompetent!!",Cafe Noir,692,128,EN,"[7,16)",restaurant#general,POSITIVE,7,16
"The service was terrible, we had to wait for everything and ask several of different people for the same thing before we were allowed to be served.",service,693,128,EN,"[4,11)",service#general,NEGATIVE,4,11
"The waitress, seems to be more concerned of looking good than actually waitressing.",waitress,694,128,EN,"[4,12)",service#general,NEGATIVE,4,12
"After dinner the manager grabbed my boyfriend, asked him: Where are you from...maybe you dont know how things work in America...and in the end stormed away almost teareyed yelling that tips are the only thing they survive on.",manager,695,128,EN,"[17,24)",service#general,NEGATIVE,17,24
"We did tip, I guess the model/waitress just wanted more and complained to the manager.",waitress,696,128,EN,"[30,38)",service#general,NEGATIVE,30,38
"The whole set up is truly unprofessional and I wish Cafe Noir would get some good staff, because despite the current one this is a great place.",staff,697,128,EN,"[82,87)",service#general,NEGATIVE,82,87
"The whole set up is truly unprofessional and I wish Cafe Noir would get some good staff, because despite the current one this is a great place.",Cafe Noir,697,128,EN,"[52,61)",restaurant#general,POSITIVE,52,61
Pizza here is consistently good.,Pizza,698,129,EN,"[0,5)",food#quality,POSITIVE,0,5
Salads are a delicious way to begin the meal.,Salads,699,129,EN,"[0,6)",food#quality,POSITIVE,0,6
You should pass on the calamari.,calamari,700,129,EN,"[23,31)",food#quality,NEGATIVE,23,31
It is thick and slightly soggy.,,701,129,EN,"[0,0)",food#quality,NEGATIVE,0,0
Decor is charming.,Decor,702,129,EN,"[0,5)",ambience#general,POSITIVE,0,5
Service is average.,Service,703,129,EN,"[0,7)",service#general,NEUTRAL,0,7
What a great place.,place,704,130,EN,"[13,18)",restaurant#general,POSITIVE,13,18
"The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.",ambience,706,130,EN,"[4,12)",ambience#general,POSITIVE,4,12
"The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.",,706,130,EN,"[0,0)",restaurant#prices,POSITIVE,0,0
"The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.",food,706,130,EN,"[80,84)",food#quality,POSITIVE,80,84
"I wasn't thrilled to have to wait on line for thirty minutes, but I guess that's the price you pay for a popular place.",,707,130,EN,"[0,0)",service#general,NEUTRAL,0,0
I would definitely recommend SEA if you like thai cuisine!,thai cuisine,708,130,EN,"[45,57)",food#quality,POSITIVE,45,57
I was here a few weeks back and we had the worst customer service experience at a restaurant ever.,customer service,709,131,EN,"[49,65)",service#general,NEGATIVE,49,65
"A gentleman, maybe the manager, came to our table, and without so much as a smile or greeting asked for our order.",gentleman,710,131,EN,"[2,11)",service#general,NEGATIVE,2,11
"When asked about how a certain dish was prepared in comparison to a similar at other thai restaurants, he replied this is not Mcdonald's, every place makes things differently ",,711,131,EN,"[0,0)",service#general,NEGATIVE,0,0
"While it is understandable that every place is indeed different, there was not a need to be uncourteous to customers and downright rude.",,712,131,EN,"[0,0)",service#general,NEGATIVE,0,0
Never again!,,714,131,EN,"[0,0)",restaurant#general,NEGATIVE,0,0
I absolutely Loved this place.,place,715,132,EN,"[24,29)",restaurant#general,POSITIVE,24,29
"Excellent atmosphere, delicious dishes good and friendly service.",atmosphere,717,132,EN,"[10,20)",ambience#general,POSITIVE,10,20
"Excellent atmosphere, delicious dishes good and friendly service.",dishes,717,132,EN,"[32,38)",food#quality,POSITIVE,32,38
"Excellent atmosphere, delicious dishes good and friendly service.",service,717,132,EN,"[57,64)",service#general,POSITIVE,57,64
this is can became on e of the NY Italian Food fare institutions.,,718,132,EN,"[0,0)",restaurant#general,POSITIVE,0,0
I think that it is absolutely brilliant and well runned business operation.,,719,132,EN,"[0,0)",restaurant#general,POSITIVE,0,0
The wine list is also really nice.,wine list,720,132,EN,"[4,13)",drinks#style_options,POSITIVE,4,13
"Everything was wonderful; food, drinks, staff, mileau.",,722,133,EN,"[0,0)",restaurant#general,POSITIVE,0,0
"Everything was wonderful; food, drinks, staff, mileau.",food,722,133,EN,"[26,30)",food#quality,POSITIVE,26,30
"Everything was wonderful; food, drinks, staff, mileau.",drinks,722,133,EN,"[32,38)",drinks#quality,POSITIVE,32,38
"Everything was wonderful; food, drinks, staff, mileau.",staff,722,133,EN,"[40,45)",service#general,POSITIVE,40,45
"Everything was wonderful; food, drinks, staff, mileau.",mileau,722,133,EN,"[47,53)",ambience#general,POSITIVE,47,53
I would highly recommend this place!,place,723,133,EN,"[30,35)",restaurant#general,POSITIVE,30,35
I have been to Casimir over 5 times and I have always had a great time there.,Casimir,724,134,EN,"[15,22)",restaurant#general,POSITIVE,15,22
The food is great and reasonably priced.,food,725,134,EN,"[4,8)",food#quality,POSITIVE,4,8
The food is great and reasonably priced.,food,725,134,EN,"[4,8)",food#prices,POSITIVE,4,8
"I have tried to make reservations, but both times, the hostess didn't have my name.",hostess,726,134,EN,"[55,62)",service#general,NEGATIVE,55,62
"If the weather is nice, try to snag an outside table.",outside table,727,134,EN,"[39,52)",ambience#general,POSITIVE,39,52
"The staff has been nice, but they seemed really stressed and the unisex bathroom needs to be cleaned more often.",staff,728,134,EN,"[4,9)",service#general,POSITIVE,4,9
"The staff has been nice, but they seemed really stressed and the unisex bathroom needs to be cleaned more often.",unisex bathroom,728,134,EN,"[65,80)",ambience#general,NEGATIVE,65,80
My boyfriend and I went there to celebrate my birthday the other night and all I can say is that it was magnificent.,,729,135,EN,"[0,0)",restaurant#general,POSITIVE,0,0
"From the spectacular caviar to the hospitable waitstaff, I felt like royalty and enjoyed every second of it.",caviar,730,135,EN,"[21,27)",food#quality,POSITIVE,21,27
"From the spectacular caviar to the hospitable waitstaff, I felt like royalty and enjoyed every second of it.",waitstaff,730,135,EN,"[46,55)",service#general,POSITIVE,46,55
"Considering we were the last patrons there and it was after the closing time, the waitstaff did not rush us at all and made us feel comfortable and relaxed.",waitstaff,731,135,EN,"[82,91)",service#general,POSITIVE,82,91
I highly recommend Caviar Russe to anyone who wants delicious top grade caviar and fantastic service.,caviar,732,135,EN,"[72,78)",food#quality,POSITIVE,72,78
I highly recommend Caviar Russe to anyone who wants delicious top grade caviar and fantastic service.,service,732,135,EN,"[93,100)",service#general,POSITIVE,93,100
Nice Family owned traditional restaurant.,restaurant,733,136,EN,"[30,40)",restaurant#general,POSITIVE,30,40
Fresh ingredients and everything is made to order.,ingredients,734,136,EN,"[6,17)",food#quality,POSITIVE,6,17
Fresh ingredients and everything is made to order.,,734,136,EN,"[0,0)",food#quality,POSITIVE,0,0
I was pleasantly surprised to find this gem in Hoboken.,,735,136,EN,"[0,0)",restaurant#general,POSITIVE,0,0
Friendly staff that actually lets you enjoy your meal and the company you're with.,staff,736,136,EN,"[9,14)",service#general,POSITIVE,9,14
"I found the food to be outstanding, particulary the salmon dish I had.",food,738,137,EN,"[12,16)",food#quality,POSITIVE,12,16
"I found the food to be outstanding, particulary the salmon dish I had.",salmon dish,738,137,EN,"[52,63)",food#quality,POSITIVE,52,63
"I also ordered the Change Mojito, which was out of this world.",Change Mojito,739,137,EN,"[19,32)",drinks#quality,POSITIVE,19,32
"My friends settled for rice dishes, but we came back the following day to try the dim sum, which was good...not outstanding, but good.",dim sum,740,137,EN,"[82,89)",food#quality,NEUTRAL,82,89
"We ate out in the back patio, which is worth it as it's cool and the music is hear well there.",back patio,741,137,EN,"[18,28)",ambience#general,POSITIVE,18,28
"We ate out in the back patio, which is worth it as it's cool and the music is hear well there.",music,741,137,EN,"[69,74)",ambience#general,POSITIVE,69,74
"Overall, excellent restaurant!",restaurant,742,137,EN,"[19,29)",restaurant#general,POSITIVE,19,29
The food was good.,food,744,138,EN,"[4,8)",food#quality,POSITIVE,4,8
The place was nice and calm.,place,745,138,EN,"[4,9)",ambience#general,POSITIVE,4,9
but the service was a bit slow.,service,746,138,EN,"[8,15)",service#general,NEGATIVE,8,15
The buffet had a nice selection.,buffet,748,139,EN,"[4,10)",food#style_options,POSITIVE,4,10
The food was average or above including some surprising tasty dishes.,food,749,139,EN,"[4,8)",food#quality,POSITIVE,4,8
The food was average or above including some surprising tasty dishes.,dishes,749,139,EN,"[62,68)",food#quality,POSITIVE,62,68
Service was also very good.,Service,750,139,EN,"[0,7)",service#general,POSITIVE,0,7
I would go back.,,751,139,EN,"[0,0)",restaurant#general,POSITIVE,0,0
I got an excellent piece of cheesecake and we had several other nice pastries.,cheesecake,752,140,EN,"[28,38)",food#quality,POSITIVE,28,38
I got an excellent piece of cheesecake and we had several other nice pastries.,pastries,752,140,EN,"[69,77)",food#quality,POSITIVE,69,77
"I would recommend Roxy's for that, but not for their food.",food,753,140,EN,"[53,57)",food#quality,NEGATIVE,53,57
"I would recommend Roxy's for that, but not for their food.",,753,140,EN,"[0,0)",food#quality,POSITIVE,0,0
My son and his girlfriend both wanted cheeseburgers and they were huge!,cheeseburgers,754,140,EN,"[38,51)",food#style_options,NEUTRAL,38,51
"But, they were too big for the bun.",,755,140,EN,"[0,0)",food#style_options,NEGATIVE,0,0
"Consequently, their burgers fell apart in their hands and made such a mess that they did'nt feel like finishing them.",burgers,756,140,EN,"[20,27)",food#style_options,NEGATIVE,20,27
Also they were $15 each!,,757,140,EN,"[0,0)",food#prices,NEGATIVE,0,0
I had a huge pastrami sandwich on a roll.,pastrami sandwich on a roll,758,140,EN,"[13,40)",food#style_options,NEUTRAL,13,40
It was $14 not really bad for a pound of Pastrami-but it didn't have much taste-I've had better for less elsewhere!,,759,140,EN,"[0,0)",food#prices,NEUTRAL,0,0
It was $14 not really bad for a pound of Pastrami-but it didn't have much taste-I've had better for less elsewhere!,,759,140,EN,"[0,0)",food#quality,NEGATIVE,0,0
"This place is really trendi but they have forgotten about the most important part of a  restaurant, the food.",food,760,141,EN,"[104,108)",food#quality,NEGATIVE,104,108
"This place is really trendi but they have forgotten about the most important part of a  restaurant, the food.",place,760,141,EN,"[5,10)",ambience#general,POSITIVE,5,10
"The last two times I ordered from here my food was soo spicy that  I could barely eat it, and the spice took away from the flavor of the dish.",food,761,141,EN,"[42,46)",food#quality,NEGATIVE,42,46
"The last two times I ordered from here my food was soo spicy that  I could barely eat it, and the spice took away from the flavor of the dish.",spice,761,141,EN,"[98,103)",food#quality,NEGATIVE,98,103
And the Tom Kha soup was pathetic.,Tom Kha soup,762,141,EN,"[8,20)",food#quality,NEGATIVE,8,20
If you want good authentic Thai this place is not the place to go.,Thai,763,141,EN,"[27,31)",food#quality,NEGATIVE,27,31
"We went here for lunch a couple of weeks ago on a Saturday, and I was thoroughly impressed with the food.",food,764,142,EN,"[100,104)",food#quality,POSITIVE,100,104
"The pesto pizza was excellent, thin-crust pizza with a nice amount of spicy Italian cheese that I'd never heard of before.",pesto pizza,765,142,EN,"[4,15)",food#quality,POSITIVE,4,15
"The pesto pizza was excellent, thin-crust pizza with a nice amount of spicy Italian cheese that I'd never heard of before.",spicy Italian cheese,765,142,EN,"[70,90)",food#quality,POSITIVE,70,90
"Conveniently located too, being right on Bedford ave.",,766,142,EN,"[0,0)",location#general,POSITIVE,0,0
"THe back garden sitting area is very pleasant, where you can see their personal herb garden.",back garden sitting area,767,142,EN,"[4,28)",ambience#general,POSITIVE,4,28
I will definetly be going back.,,768,142,EN,"[0,0)",restaurant#general,POSITIVE,0,0
We had the lobster sandwich and it was FANTASTIC.,lobster sandwich,769,143,EN,"[11,27)",food#quality,POSITIVE,11,27
"My husband said he could've eaten several more, the portion was fine for me he even exclaimed that the french fries were the best he has had.",,770,143,EN,"[0,0)",food#style_options,NEGATIVE,0,0
"My husband said he could've eaten several more, the portion was fine for me he even exclaimed that the french fries were the best he has had.",portion,770,143,EN,"[52,59)",food#style_options,POSITIVE,52,59
"My husband said he could've eaten several more, the portion was fine for me he even exclaimed that the french fries were the best he has had.",french fries,770,143,EN,"[103,115)",food#quality,POSITIVE,103,115
We had the scallops as an appetizer and they were delicious and the sauce was wonderful.,scallops,771,143,EN,"[11,19)",food#quality,POSITIVE,11,19
We had the scallops as an appetizer and they were delicious and the sauce was wonderful.,sauce,771,143,EN,"[68,73)",food#quality,POSITIVE,68,73
We waited at the bar and had martinis that were just right.,martinis,773,143,EN,"[29,37)",drinks#quality,POSITIVE,29,37
We will be back.,,774,143,EN,"[0,0)",restaurant#general,POSITIVE,0,0
love the food.,food,775,144,EN,"[9,13)",food#quality,POSITIVE,9,13
it's the only place you can get yummy authentic japanese comfort food.,japanese comfort food,776,144,EN,"[48,69)",food#quality,POSITIVE,48,69
and you can't beat the prices.,,778,144,EN,"[0,0)",restaurant#prices,POSITIVE,0,0
highly recommended.,,779,144,EN,"[0,0)",restaurant#general,POSITIVE,0,0
I've lived in NY for 5 years and this place has it all.,place,780,145,EN,"[38,43)",restaurant#general,POSITIVE,38,43
"Great food, good size menu, great service and an unpretensious setting.",food,781,145,EN,"[6,10)",food#quality,POSITIVE,6,10
"Great food, good size menu, great service and an unpretensious setting.",menu,781,145,EN,"[22,26)",food#style_options,POSITIVE,22,26
"Great food, good size menu, great service and an unpretensious setting.",service,781,145,EN,"[34,41)",service#general,POSITIVE,34,41
"Great food, good size menu, great service and an unpretensious setting.",setting,781,145,EN,"[63,70)",ambience#general,POSITIVE,63,70
"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",dishes,782,145,EN,"[4,10)",food#quality,POSITIVE,4,10
"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",lamb sausages,782,145,EN,"[62,75)",food#quality,POSITIVE,62,75
"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",sardines with biscuits,782,145,EN,"[77,99)",food#quality,POSITIVE,77,99
"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",large whole shrimp,782,145,EN,"[101,119)",food#quality,POSITIVE,101,119
"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",pistachio ice cream,782,145,EN,"[135,154)",food#quality,POSITIVE,135,154
I'm glad I was introduced to this place and this is a rare gem in NY.,place,783,145,EN,"[34,39)",restaurant#general,POSITIVE,34,39
"The freshest, best variety, and the fastest delivery.",,785,146,EN,"[0,0)",food#quality,POSITIVE,0,0
"The freshest, best variety, and the fastest delivery.",,785,146,EN,"[0,0)",food#style_options,POSITIVE,0,0
"The freshest, best variety, and the fastest delivery.",delivery,785,146,EN,"[44,52)",service#general,POSITIVE,44,52
Also very inexpensive.,,786,146,EN,"[0,0)",restaurant#prices,POSITIVE,0,0
A great choice at any cost and a great deal.,,787,146,EN,"[0,0)",restaurant#general,POSITIVE,0,0
A great choice at any cost and a great deal.,,787,146,EN,"[0,0)",restaurant#prices,POSITIVE,0,0
The service was excellent and the food was delicious.,service,788,147,EN,"[4,11)",service#general,POSITIVE,4,11
The service was excellent and the food was delicious.,food,788,147,EN,"[34,38)",food#quality,POSITIVE,34,38
"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",sushi,789,147,EN,"[29,34)",food#quality,POSITIVE,29,34
"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",ceviche mix (special),789,147,EN,"[90,111)",food#quality,POSITIVE,90,111
"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",crab dumplings,789,147,EN,"[113,127)",food#quality,POSITIVE,113,127
"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",assorted sashimi,789,147,EN,"[129,145)",food#quality,POSITIVE,129,145
"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",sushi,789,147,EN,"[147,152)",food#quality,POSITIVE,147,152
"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",rolls,789,147,EN,"[157,162)",food#quality,POSITIVE,157,162
"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",two types of sake,789,147,EN,"[164,181)",drinks#quality,POSITIVE,164,181
"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",banana tempura,789,147,EN,"[191,205)",food#quality,POSITIVE,191,205
Definitely a great spot for a nice occasion or date.,spot,791,147,EN,"[19,23)",restaurant#miscellaneous,POSITIVE,19,23
"Average to good Thai food, but terrible delivery.",Thai food,792,148,EN,"[16,25)",food#quality,POSITIVE,16,25
"Average to good Thai food, but terrible delivery.",delivery,792,148,EN,"[40,48)",service#general,NEGATIVE,40,48
I've waited over one hour for food.,,793,148,EN,"[0,0)",service#general,NEGATIVE,0,0
They were very abrupt with me when I called and actually claimed the food was late because they were out of rice.,,794,148,EN,"[0,0)",service#general,NEGATIVE,0,0
A Thai restaurant out of rice during dinner?,Thai restaurant,795,148,EN,"[2,17)",restaurant#miscellaneous,NEGATIVE,2,17
"The food arrived 20 minutes after I called, cold and soggy.",food,796,148,EN,"[4,8)",food#quality,NEGATIVE,4,8
"The food arrived 20 minutes after I called, cold and soggy.",,796,148,EN,"[0,0)",service#general,NEGATIVE,0,0
This is a wonderful place on all stand points especially value ofr money.,place,798,149,EN,"[20,25)",restaurant#prices,POSITIVE,20,25
This is a wonderful place on all stand points especially value ofr money.,place,798,149,EN,"[20,25)",restaurant#general,POSITIVE,20,25
An excellent service,service,799,149,EN,"[13,20)",service#general,POSITIVE,13,20
We were greeted promptly by the waiter who was very nice and cordial.,waiter,801,150,EN,"[32,38)",service#general,POSITIVE,32,38
She was very helpful in suggesting us drinks and helped us in ordering a lot of good dishes since we knew nothing about Indian food.,,802,150,EN,"[0,0)",service#general,POSITIVE,0,0
She was very helpful in suggesting us drinks and helped us in ordering a lot of good dishes since we knew nothing about Indian food.,dishes,802,150,EN,"[85,91)",food#quality,POSITIVE,85,91
The food looked very appetizing and delicious since it came on a variety of fancy plates.,food,804,150,EN,"[4,8)",food#style_options,POSITIVE,4,8
We ended our great experience by having Gulab Jamun (dessert) recommended by the waiter.,Gulab Jamun (dessert),805,150,EN,"[40,61)",food#quality,POSITIVE,40,61
I thanked my friend who recommended me this restaurant and will certainly recommend it to others.,restaurant,806,150,EN,"[44,54)",restaurant#general,POSITIVE,44,54
"Service here was great, food was fantastic.",Service,808,151,EN,"[0,7)",service#general,POSITIVE,0,7
"Service here was great, food was fantastic.",food,808,151,EN,"[24,28)",food#quality,POSITIVE,24,28
"Guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the frites that came with, but the filet was so good, neither of us cared.",Guacamole+shrimp appetizer,809,151,EN,"[0,26)",food#quality,POSITIVE,0,26
"Guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the frites that came with, but the filet was so good, neither of us cared.",filet,809,151,EN,"[61,66)",food#quality,POSITIVE,61,66
"Guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the frites that came with, but the filet was so good, neither of us cared.",frites,809,151,EN,"[100,106)",food#quality,NEGATIVE,100,106
Will absolutely visit again.,,810,151,EN,"[0,0)",restaurant#general,POSITIVE,0,0
You cannot go wrong with this place.,place,812,152,EN,"[30,35)",restaurant#general,POSITIVE,30,35
"The food is outstanding and the service is quick, friendly and very professional.",food,813,152,EN,"[4,8)",food#quality,POSITIVE,4,8
"The food is outstanding and the service is quick, friendly and very professional.",service,813,152,EN,"[32,39)",service#general,POSITIVE,32,39
"Always a nice crowd, but never loud.",crowd,814,152,EN,"[14,19)",restaurant#miscellaneous,POSITIVE,14,19
"Always a nice crowd, but never loud.",,814,152,EN,"[0,0)",ambience#general,POSITIVE,0,0
Go here.,,815,152,EN,"[0,0)",restaurant#general,POSITIVE,0,0
Good for dates or with friends.,,816,152,EN,"[0,0)",restaurant#miscellaneous,POSITIVE,0,0
I am reluctant to write because I would not want my jem of a pizza place to become overcrowded.,pizza place,817,153,EN,"[61,72)",restaurant#miscellaneous,POSITIVE,61,72
"However, it is jus too good to not praise it.",,818,153,EN,"[0,0)",restaurant#general,POSITIVE,0,0
"By far, the best pizza in Manhattan.",pizza,819,153,EN,"[17,22)",food#quality,POSITIVE,17,22
"The crust is thin, the ingredients are fresh and the staff is friendly.",crust,820,153,EN,"[4,9)",food#quality,POSITIVE,4,9
"The crust is thin, the ingredients are fresh and the staff is friendly.",staff,820,153,EN,"[53,58)",service#general,POSITIVE,53,58
"The crust is thin, the ingredients are fresh and the staff is friendly.",ingredients,820,153,EN,"[23,34)",food#quality,POSITIVE,23,34
The menu has so many fish items and oysters.,menu,824,154,EN,"[4,8)",food#style_options,POSITIVE,4,8
"The fish was really,really fresh.",fish,826,154,EN,"[4,8)",food#quality,POSITIVE,4,8
We all agreed that mare is one of the best seafood restaurants in New York.,mare,828,154,EN,"[19,23)",restaurant#general,POSITIVE,19,23
I stumbled upon this great pizzeria as I explored my new neighborhood.,pizzeria,829,155,EN,"[27,35)",restaurant#general,POSITIVE,27,35
All of the pizzas are terrific and the price is even better!,pizzas,830,155,EN,"[11,17)",food#quality,POSITIVE,11,17
All of the pizzas are terrific and the price is even better!,,830,155,EN,"[0,0)",restaurant#prices,POSITIVE,0,0
