text,target,sample_id,review_id,lang,range,aspect_category,sentiment,from,to
"Best of all is the warm vibe, the owner is super friendly and service is fast.",vibe,1166,225,EN,"[24,28)",ambience#general,POSITIVE,24,28
"Best of all is the warm vibe, the owner is super friendly and service is fast.",owner,1166,225,EN,"[34,39)",service#general,POSITIVE,34,39
"Best of all is the warm vibe, the owner is super friendly and service is fast.",service,1166,225,EN,"[62,69)",service#general,POSITIVE,62,69
"If only they delivered, they'd make a mint!",,1167,225,EN,"[0,0)",restaurant#miscellaneous,NEUTRAL,0,0
go here for the drinks!,drinks,1168,226,EN,"[16,22)",drinks#quality,POSITIVE,16,22
the drinks are amazing and half off till 8pm.,drinks,1171,226,EN,"[4,10)",drinks#quality,POSITIVE,4,10
the drinks are amazing and half off till 8pm.,drinks,1171,226,EN,"[4,10)",drinks#prices,POSITIVE,4,10
"Ask for Usha, the nicest bartender in manhattan.",Usha,1172,226,EN,"[8,12)",service#general,POSITIVE,8,12
My fav was the sassy lassi...,sassy lassi,1173,226,EN,"[15,26)",drinks#quality,POSITIVE,15,26
This is an amazing place to try some roti rolls.,roti rolls,1174,227,EN,"[37,47)",food#quality,POSITIVE,37,47
I really recommend the very simple Unda (Egg) rolls.,Unda (Egg) rolls,1175,227,EN,"[35,51)",food#quality,POSITIVE,35,51
"Delicate spices, onions, eggs and a kick-ass roti.",spices,1176,227,EN,"[9,15)",food#quality,POSITIVE,9,15
"Delicate spices, onions, eggs and a kick-ass roti.",onions,1176,227,EN,"[17,23)",food#quality,POSITIVE,17,23
"Delicate spices, onions, eggs and a kick-ass roti.",eggs,1176,227,EN,"[25,29)",food#quality,POSITIVE,25,29
"Delicate spices, onions, eggs and a kick-ass roti.",roti,1176,227,EN,"[45,49)",food#quality,POSITIVE,45,49
Amazing!,,1177,227,EN,"[0,0)",food#quality,POSITIVE,0,0
"Toons has recently been redone, so it's now a very attractive space.",Toons,1178,228,EN,"[0,5)",ambience#general,POSITIVE,0,5
The food's as good as ever.,food,1179,228,EN,"[4,8)",food#quality,POSITIVE,4,8
"In an area sadly lacking in decent Thai food, this is one of the best spots.",Thai food,1180,228,EN,"[35,44)",food#quality,POSITIVE,35,44
"Went here last night - nice decor, good service, but the food was surprisingly excellent.",decor,1181,229,EN,"[28,33)",ambience#general,POSITIVE,28,33
"Went here last night - nice decor, good service, but the food was surprisingly excellent.",service,1181,229,EN,"[40,47)",service#general,POSITIVE,40,47
"Went here last night - nice decor, good service, but the food was surprisingly excellent.",food,1181,229,EN,"[57,61)",food#quality,POSITIVE,57,61
"The portions are HUGE, so it might be good to order three things to split (rather than one appetizer and entree per person) for two people.",portions,1182,229,EN,"[4,12)",food#style_options,POSITIVE,4,12
Can't wait to go back.,,1184,229,EN,"[0,0)",restaurant#general,POSITIVE,0,0
Best drumsticks over rice and sour spicy soup in town!,drumsticks over rice,1185,230,EN,"[5,25)",food#quality,POSITIVE,5,25
Best drumsticks over rice and sour spicy soup in town!,sour spicy soup,1185,230,EN,"[30,45)",food#quality,POSITIVE,30,45
Beef noodle soup is good as well.,Beef noodle soup,1186,230,EN,"[0,16)",food#quality,POSITIVE,0,16
The service is good and the resturant is clean.,service,1187,230,EN,"[4,11)",service#general,POSITIVE,4,11
The service is good and the resturant is clean.,resturant,1187,230,EN,"[28,37)",ambience#general,POSITIVE,28,37
Best Taiwanese food in NY!,Taiwanese food,1188,230,EN,"[5,19)",food#quality,POSITIVE,5,19
I have been to Rao's probably 15 times the past 3 years and it keeps getting better.,Rao's,1189,231,EN,"[15,20)",restaurant#general,POSITIVE,15,20
"For those that go once and don't enjoy it, all I can say is that they just don't get it.",,1190,231,EN,"[0,0)",restaurant#general,POSITIVE,0,0
Rao's has the best service and atmosphere in NYC.,service,1191,231,EN,"[19,26)",service#general,POSITIVE,19,26
Rao's has the best service and atmosphere in NYC.,atmosphere,1191,231,EN,"[31,41)",ambience#general,POSITIVE,31,41
Good luck getting a table.,,1192,231,EN,"[0,0)",restaurant#miscellaneous,NEUTRAL,0,0
My roommate and I LOVE this place.,place,1193,232,EN,"[28,33)",restaurant#general,POSITIVE,28,33
"We recently decided to try this location, and to our delight, they have outdoor seating, perfect since I had my yorkie with me.",outdoor seating,1194,232,EN,"[72,87)",ambience#general,POSITIVE,72,87
Indoor was very cozy and cute.,Indoor,1195,232,EN,"[0,6)",ambience#general,POSITIVE,0,6
"The portion sizes here are huge, and the sushi is good.",portion,1196,232,EN,"[4,11)",food#style_options,POSITIVE,4,11
"The portion sizes here are huge, and the sushi is good.",sushi,1196,232,EN,"[41,46)",food#quality,POSITIVE,41,46
Staff is very accomodating.,Staff,1198,232,EN,"[0,5)",service#general,POSITIVE,0,5
"Excellent dumplings served amid clean, chic decor.",dumplings,1199,233,EN,"[10,19)",food#quality,POSITIVE,10,19
"Excellent dumplings served amid clean, chic decor.",decor,1199,233,EN,"[44,49)",ambience#general,POSITIVE,44,49
"I got the $10 10-piece dim sum combo, every bite of which was great.",$10 10-piece dim sum combo,1200,233,EN,"[10,36)",food#quality,POSITIVE,10,36
But $1 for each small piece???,,1201,233,EN,"[0,0)",food#prices,NEGATIVE,0,0
Not worth it.,,1202,233,EN,"[0,0)",food#prices,NEGATIVE,0,0
I won't go back unless someone else is footing the bill.,,1203,233,EN,"[0,0)",restaurant#general,NEGATIVE,0,0
I won't go back unless someone else is footing the bill.,,1203,233,EN,"[0,0)",restaurant#prices,NEGATIVE,0,0
The decor is very simple but comfortable.,decor,1205,234,EN,"[4,9)",ambience#general,POSITIVE,4,9
The food was delicious but do not come here on a empty stomach.,food,1206,234,EN,"[4,8)",food#quality,POSITIVE,4,8
The food was delicious but do not come here on a empty stomach.,food,1206,234,EN,"[4,8)",food#style_options,NEGATIVE,4,8
The portions are small but being that the food was so good makes up for that.,portions,1207,234,EN,"[4,12)",food#style_options,NEGATIVE,4,12
The portions are small but being that the food was so good makes up for that.,food,1207,234,EN,"[42,46)",food#quality,POSITIVE,42,46
You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.,crabmeat lasagna,1208,234,EN,"[18,34)",food#quality,POSITIVE,18,34
You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.,chocolate bread pudding,1208,234,EN,"[70,93)",food#quality,POSITIVE,70,93
The staff there is very attentive and down to earth.,staff,1209,234,EN,"[4,9)",service#general,POSITIVE,4,9
I loved it and would go again.,,1210,234,EN,"[0,0)",restaurant#general,POSITIVE,0,0
Great Indian food and the service is incredible.,Indian food,1211,235,EN,"[6,17)",food#quality,POSITIVE,6,17
Great Indian food and the service is incredible.,service,1211,235,EN,"[26,33)",service#general,POSITIVE,26,33
The owner truly caters to all your needs.,owner,1212,235,EN,"[4,9)",service#general,POSITIVE,4,9
"When family came in he gave them apps to test their palets, and then ordered for them.",,1213,235,EN,"[0,0)",service#general,POSITIVE,0,0
Everyone was more then happy with his choices.,,1214,235,EN,"[0,0)",service#general,POSITIVE,0,0
Great food and the prices are very reasonable.,food,1215,235,EN,"[6,10)",food#quality,POSITIVE,6,10
Great food and the prices are very reasonable.,,1215,235,EN,"[0,0)",restaurant#prices,POSITIVE,0,0
The food here does a great service to the name (Cantonese that is...).,food,1217,236,EN,"[4,8)",food#quality,POSITIVE,4,8
I fell in love with the egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork.,egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork,1218,236,EN,"[24,104)",food#quality,POSITIVE,24,104
This dish is my favorite and I always get it when I go there and never get tired of it.,dish,1219,236,EN,"[5,9)",food#quality,POSITIVE,5,9
"Try the congee and the donut like deep fried dough they call Ow Ley Soh, a delicious and sweet tasting bread.",congee,1220,236,EN,"[8,14)",food#quality,POSITIVE,8,14
"Try the congee and the donut like deep fried dough they call Ow Ley Soh, a delicious and sweet tasting bread.",Ow Ley Soh,1220,236,EN,"[61,71)",food#quality,POSITIVE,61,71
Simply some good tasting Chinese food at incredible prices...,Chinese food,1221,236,EN,"[25,37)",food#quality,POSITIVE,25,37
Simply some good tasting Chinese food at incredible prices...,Chinese food,1221,236,EN,"[25,37)",food#prices,POSITIVE,25,37
Service is not what you are coming here for...,Service,1222,236,EN,"[0,7)",service#general,NEGATIVE,0,7
Big Wong is a great place to eat and fill your stomach.,Big Wong,1224,236,EN,"[0,8)",restaurant#general,POSITIVE,0,8
"whoever the jazz duo was, they were on POINT.",jazz duo,1226,237,EN,"[12,20)",ambience#general,POSITIVE,12,20
"good music, great food, speedy service affordable prices.",music,1227,237,EN,"[5,10)",ambience#general,POSITIVE,5,10
"good music, great food, speedy service affordable prices.",food,1227,237,EN,"[18,22)",food#quality,POSITIVE,18,22
"good music, great food, speedy service affordable prices.",service,1227,237,EN,"[31,38)",service#general,POSITIVE,31,38
"good music, great food, speedy service affordable prices.",,1227,237,EN,"[0,0)",restaurant#prices,POSITIVE,0,0
even the wine by the glass was good.,wine by the glass,1228,237,EN,"[9,26)",drinks#quality,POSITIVE,9,26
"its a little out of the way if you don't live in the neighborhood, but definitely worth the trip from wherever you are.",,1229,237,EN,"[0,0)",location#general,NEUTRAL,0,0
"its a little out of the way if you don't live in the neighborhood, but definitely worth the trip from wherever you are.",,1229,237,EN,"[0,0)",restaurant#general,POSITIVE,0,0
Consistently good Japanese Tapas.,Japanese Tapas,1230,238,EN,"[18,32)",food#quality,POSITIVE,18,32
Always good drinks and service is pretty good;,drinks,1232,238,EN,"[12,18)",drinks#quality,POSITIVE,12,18
Always good drinks and service is pretty good;,service,1232,238,EN,"[23,30)",service#general,POSITIVE,23,30
Atmosphere is nice and relaxed too...,Atmosphere,1233,238,EN,"[0,10)",ambience#general,POSITIVE,0,10
A great place to meet up for some food and drinks...  ,place,1234,238,EN,"[8,13)",restaurant#miscellaneous,POSITIVE,8,13
Yakitori (bbq meats) is tasty too.,Yakitori (bbq meats),1235,238,EN,"[0,20)",food#quality,POSITIVE,0,20
"If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.",fish,1238,239,EN,"[41,45)",food#quality,NEGATIVE,41,45
"If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.",staff,1238,239,EN,"[58,63)",service#general,NEGATIVE,58,63
"If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.",sushi chef,1238,239,EN,"[70,80)",restaurant#miscellaneous,NEGATIVE,70,80
Price and quality of fish alone will keep us from making a return visit.,fish,1239,239,EN,"[21,25)",food#prices,NEGATIVE,21,25
Price and quality of fish alone will keep us from making a return visit.,fish,1239,239,EN,"[21,25)",food#quality,NEGATIVE,21,25
Price and quality of fish alone will keep us from making a return visit.,,1239,239,EN,"[0,0)",restaurant#general,NEGATIVE,0,0
Wasn't going to share but I feel obligated...while sitting at the sushi bar dining we watched the chef accidentally drop a piece of Unagi on the floor and upon retrieving it from the floor proceed to use the piece in the delivery order he was preparing.,chef,1240,239,EN,"[98,102)",food#quality,NEGATIVE,98,102
No thanks!!!,,1241,239,EN,"[0,0)",restaurant#general,NEGATIVE,0,0
"This place, which is only a few months old, is perhaps Queens' biggest secret!",place,1242,240,EN,"[5,10)",restaurant#general,POSITIVE,5,10
"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!",decor,1243,240,EN,"[9,14)",ambience#general,POSITIVE,9,14
"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!",food,1243,240,EN,"[93,97)",food#quality,POSITIVE,93,97
"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!",food,1243,240,EN,"[93,97)",food#prices,POSITIVE,93,97
"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!",staff,1243,240,EN,"[134,139)",service#general,POSITIVE,134,139
"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!",Rice Avenue,1243,240,EN,"[212,223)",ambience#general,POSITIVE,212,223
"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!",Rice Avenue,1243,240,EN,"[212,223)",location#general,POSITIVE,212,223
"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!",Rice Avenue,1243,240,EN,"[212,223)",restaurant#prices,POSITIVE,212,223
We were seated outside and the waiter spilled red wine and hot tea on myself and my date.,waiter,1244,241,EN,"[31,37)",service#general,NEGATIVE,31,37
We were then shooed inside.,,1245,241,EN,"[0,0)",service#general,NEGATIVE,0,0
"One would think we'd get an apology or complimentary drinks - instead, we got a snobby waiter wouldn't even take our order for 15 minutes and gave us lip when we asked him to do so.",waiter,1246,241,EN,"[87,93)",service#general,NEGATIVE,87,93
"We left, never to return.",,1247,241,EN,"[0,0)",restaurant#general,NEGATIVE,0,0
"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",food,1248,241,EN,"[66,70)",food#prices,NEGATIVE,66,70
"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",wait-staff,1248,241,EN,"[90,100)",service#general,NEGATIVE,90,100
"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",service,1248,241,EN,"[160,167)",service#general,NEGATIVE,160,167
"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",management,1248,241,EN,"[173,183)",service#general,NEGATIVE,173,183
I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.,service,1249,242,EN,"[91,98)",service#general,NEGATIVE,91,98
I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.,food,1249,242,EN,"[117,121)",food#prices,NEGATIVE,117,121
I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.,food,1249,242,EN,"[117,121)",food#quality,NEGATIVE,117,121
The food is okay and the prices here are mediocre.,food,1254,243,EN,"[4,8)",food#quality,NEUTRAL,4,8
The food is okay and the prices here are mediocre.,,1254,243,EN,"[0,0)",restaurant#prices,NEUTRAL,0,0
Baluchi's has solid food and a nice decor at reasonable prices.,food,1257,244,EN,"[20,24)",food#quality,POSITIVE,20,24
Baluchi's has solid food and a nice decor at reasonable prices.,decor,1257,244,EN,"[36,41)",ambience#general,POSITIVE,36,41
Baluchi's has solid food and a nice decor at reasonable prices.,Baluchi's,1257,244,EN,"[0,9)",restaurant#prices,POSITIVE,0,9
The only problem is that the manager is a complete incompetent.,manager,1258,244,EN,"[29,36)",service#general,NEGATIVE,29,36
He offers subpar service and has no personality.,service,1259,244,EN,"[17,24)",service#general,NEGATIVE,17,24
"In fact, it appears he is going to go postal at any moment.",,1260,244,EN,"[0,0)",service#general,NEGATIVE,0,0
There is no excuse for such lousy service!,service,1262,244,EN,"[34,41)",service#general,NEGATIVE,34,41
I have never before eaten 40 pieces of relatively good nigiri.,nigiri,1263,245,EN,"[55,61)",food#quality,NEUTRAL,55,61
You can do it here.,,1265,245,EN,"[0,0)",food#style_options,POSITIVE,0,0
$20 for all you can eat sushi cannot be beaten.,all you can eat sushi,1266,245,EN,"[8,29)",food#prices,POSITIVE,8,29
"I went to Areo on a Sunday afternoon with four of my girlfriends, and spent three enjoyable hours there.",Areo,1267,246,EN,"[10,14)",restaurant#general,POSITIVE,10,14
"Most of the servers are very attentive, friendly and quite attractive.",servers,1269,246,EN,"[12,19)",service#general,POSITIVE,12,19
"The vibe is very relaxed and cozy, service was great and the food was excellent!",vibe,1271,246,EN,"[4,8)",ambience#general,POSITIVE,4,8
"The vibe is very relaxed and cozy, service was great and the food was excellent!",service,1271,246,EN,"[35,42)",service#general,POSITIVE,35,42
"The vibe is very relaxed and cozy, service was great and the food was excellent!",food,1271,246,EN,"[61,65)",food#quality,POSITIVE,61,65
Me and my girls will definitely go back.,,1272,246,EN,"[0,0)",restaurant#general,POSITIVE,0,0
Food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when I went.,Food,1273,247,EN,"[0,4)",food#quality,POSITIVE,0,4
Food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when I went.,view of the new york city skiline,1273,247,EN,"[22,55)",location#general,POSITIVE,22,55
I would highly recommand requesting a table by the window.,,1274,247,EN,"[0,0)",location#general,POSITIVE,0,0
Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.,service,1275,247,EN,"[77,84)",service#general,POSITIVE,77,84
Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.,place,1275,247,EN,"[123,128)",ambience#general,POSITIVE,123,128
The food is great.,food,1277,248,EN,"[4,8)",food#quality,POSITIVE,4,8
Personal pans are the perfect size for those hungry nights.,Personal pans,1278,248,EN,"[0,13)",food#style_options,POSITIVE,0,13
I heartily recommend.,,1279,248,EN,"[0,0)",restaurant#general,POSITIVE,0,0
There is a downside if you're ordering in -- the delivery guys have MAJOR attitude.,delivery guys,1280,248,EN,"[49,62)",service#general,NEGATIVE,49,62
Never have I had such dramatic delivery guys (a lot of huffing and panting and muttering under breath b/c I live in a walkup) who always seem disappointed with their tips.,delivery guys,1281,248,EN,"[31,44)",service#general,NEGATIVE,31,44
"Love the scene first off- the place has a character and nice light to it..very fortunate, location wise.",scene,1283,249,EN,"[9,14)",ambience#general,POSITIVE,9,14
"Love the scene first off- the place has a character and nice light to it..very fortunate, location wise.",place,1283,249,EN,"[30,35)",ambience#general,POSITIVE,30,35
"Love the scene first off- the place has a character and nice light to it..very fortunate, location wise.",location,1283,249,EN,"[90,98)",location#general,POSITIVE,90,98
The pizza was pretty good and huge.,pizza,1284,249,EN,"[4,9)",food#quality,POSITIVE,4,9
The pizza was pretty good and huge.,pizza,1284,249,EN,"[4,9)",food#style_options,POSITIVE,4,9
The price very reasonable.,,1285,249,EN,"[0,0)",restaurant#prices,POSITIVE,0,0
We were 4 and got the family size penne a la vodka which was tremendously gigantic portion...a bucket of food literally.,penne a la vodka,1286,249,EN,"[34,50)",food#style_options,POSITIVE,34,50
I would say that all was fine and tasty but the heaviness on my stomach someting that i can't not mention or undermine.,,1288,249,EN,"[0,0)",food#quality,NEGATIVE,0,0
"The pasta penne was pretty extra buttery, creamy which means a big task to diggest.. tasty at first but i would say that i was full with a slice of pizza and 7 to count, penne...got a little moody afterwards cause was stuffed...lol",pasta penne,1289,249,EN,"[4,15)",food#quality,NEGATIVE,4,15
"The pasta penne was pretty extra buttery, creamy which means a big task to diggest.. tasty at first but i would say that i was full with a slice of pizza and 7 to count, penne...got a little moody afterwards cause was stuffed...lol",pasta penne,1289,249,EN,"[4,15)",food#style_options,NEGATIVE,4,15
"La Rosa waltzes in, and I think they are doing it the best.",La Rosa,1292,250,EN,"[0,7)",food#quality,POSITIVE,0,7
"Interesting selection, good wines, service fine, fun decor.",wines,1293,250,EN,"[28,33)",drinks#quality,POSITIVE,28,33
"Interesting selection, good wines, service fine, fun decor.",service,1293,250,EN,"[35,42)",service#general,POSITIVE,35,42
"Interesting selection, good wines, service fine, fun decor.",decor,1293,250,EN,"[53,58)",ambience#general,POSITIVE,53,58
"Interesting selection, good wines, service fine, fun decor.",selection,1293,250,EN,"[12,21)",food#style_options,POSITIVE,12,21
I love it.,,1295,251,EN,"[0,0)",restaurant#general,POSITIVE,0,0
I plan on stopping by next week as well.,,1296,251,EN,"[0,0)",restaurant#general,POSITIVE,0,0
"I found it on a cold night, the perfect spot to warm up.",spot,1297,251,EN,"[40,44)",restaurant#miscellaneous,POSITIVE,40,44
I recieved prompt service with a smile.,service,1298,251,EN,"[18,25)",service#general,POSITIVE,18,25
"To me it exemplifies Soho, cute, artsy, interesting.",,1299,251,EN,"[0,0)",ambience#general,POSITIVE,0,0
Definately check it out!!!,,1300,251,EN,"[0,0)",restaurant#general,POSITIVE,0,0
This place blew me away...by far my new favorite restaurant on the uppereast side.,place,1301,252,EN,"[5,10)",restaurant#general,POSITIVE,5,10
The wine list is extensive and impressive.,wine list,1302,252,EN,"[4,13)",drinks#style_options,POSITIVE,4,13
LOVE the atmosphere - felt like I was in Paris.,atmosphere,1303,252,EN,"[9,19)",ambience#general,POSITIVE,9,19
The mussels were fantastic and so was the dessert...definitely going to be back very soon.,mussels,1304,252,EN,"[4,11)",food#quality,POSITIVE,4,11
The mussels were fantastic and so was the dessert...definitely going to be back very soon.,dessert,1304,252,EN,"[42,49)",food#quality,POSITIVE,42,49
The mussels were fantastic and so was the dessert...definitely going to be back very soon.,,1304,252,EN,"[0,0)",restaurant#general,POSITIVE,0,0
I have been coming here for years and have nothing but good things to say about the service and the great staff at La Lanterna.,service,1306,253,EN,"[84,91)",service#general,POSITIVE,84,91
I have been coming here for years and have nothing but good things to say about the service and the great staff at La Lanterna.,staff,1306,253,EN,"[106,111)",service#general,POSITIVE,106,111
"Over the years the host, Vittorio, and his crew, have always treated me as family--although with all the business this not-so-little gem does, it amazing he's even able to remember a consistent but not-so-frequent visitor.",Vittorio,1307,253,EN,"[25,33)",service#general,POSITIVE,25,33
"Over the years the host, Vittorio, and his crew, have always treated me as family--although with all the business this not-so-little gem does, it amazing he's even able to remember a consistent but not-so-frequent visitor.",crew,1307,253,EN,"[43,47)",service#general,POSITIVE,43,47
"I've also been amazed at all the new additions in the past few years: A new Jazz Bar, the most fantastic Dining Garden, the Best Thin Crust Pizzas, and now a Lasagna Menu which is to die for (these are not your average lasagnas)!",Dining Garden,1308,253,EN,"[105,118)",ambience#general,POSITIVE,105,118
"I've also been amazed at all the new additions in the past few years: A new Jazz Bar, the most fantastic Dining Garden, the Best Thin Crust Pizzas, and now a Lasagna Menu which is to die for (these are not your average lasagnas)!",Jazz Bar,1308,253,EN,"[76,84)",ambience#general,POSITIVE,76,84
"I've also been amazed at all the new additions in the past few years: A new Jazz Bar, the most fantastic Dining Garden, the Best Thin Crust Pizzas, and now a Lasagna Menu which is to die for (these are not your average lasagnas)!",Thin Crust Pizzas,1308,253,EN,"[129,146)",food#quality,POSITIVE,129,146
"I've also been amazed at all the new additions in the past few years: A new Jazz Bar, the most fantastic Dining Garden, the Best Thin Crust Pizzas, and now a Lasagna Menu which is to die for (these are not your average lasagnas)!",Lasagna Menu,1308,253,EN,"[158,170)",food#quality,POSITIVE,158,170
I lOVE THIS PLACE!,PLACE,1309,253,EN,"[12,17)",restaurant#general,POSITIVE,12,17
Keep up the good work guys!,,1310,253,EN,"[0,0)",restaurant#general,POSITIVE,0,0
I have to say I have never had a disapointing meal here.,meal,1312,254,EN,"[46,50)",food#quality,POSITIVE,46,50
We could have made a meal of the yummy dumplings from the dumpling menu.,dumplings,1313,254,EN,"[39,48)",food#quality,POSITIVE,39,48
"Luckily we saved room for the BBQ Salmon, Sea Bass and Crispy Duck.",BBQ Salmon,1314,254,EN,"[30,40)",food#quality,POSITIVE,30,40
"Luckily we saved room for the BBQ Salmon, Sea Bass and Crispy Duck.",Sea Bass,1314,254,EN,"[42,50)",food#quality,POSITIVE,42,50
"Luckily we saved room for the BBQ Salmon, Sea Bass and Crispy Duck.",Crispy Duck,1314,254,EN,"[55,66)",food#quality,POSITIVE,55,66
Love Al Di La,Al Di La,1316,255,EN,"[5,13)",restaurant#general,POSITIVE,5,13
I recommend this place to everyone.,place,1317,255,EN,"[17,22)",restaurant#general,POSITIVE,17,22
Great food.,food,1318,255,EN,"[6,10)",food#quality,POSITIVE,6,10
One of my favorite places in Brooklyn. ,,1319,256,EN,"[0,0)",restaurant#general,POSITIVE,0,0
"The pastas are incredible, the risottos (particularly the sepia) are fantastic and the braised rabbit is amazing.",pastas,1320,256,EN,"[4,10)",food#quality,POSITIVE,4,10
"The pastas are incredible, the risottos (particularly the sepia) are fantastic and the braised rabbit is amazing.",risottos,1320,256,EN,"[31,39)",food#quality,POSITIVE,31,39
"The pastas are incredible, the risottos (particularly the sepia) are fantastic and the braised rabbit is amazing.",sepia,1320,256,EN,"[58,63)",food#quality,POSITIVE,58,63
"The pastas are incredible, the risottos (particularly the sepia) are fantastic and the braised rabbit is amazing.",braised rabbit,1320,256,EN,"[87,101)",food#quality,POSITIVE,87,101
Overpriced and not tasty ,,1321,257,EN,"[0,0)",food#prices,NEGATIVE,0,0
Overpriced and not tasty ,,1321,257,EN,"[0,0)",food#quality,NEGATIVE,0,0
The food here was mediocre at best. ,food,1322,257,EN,"[4,8)",food#quality,NEGATIVE,4,8
It was totally overpriced- fish and chips was about $15.... ,,1323,257,EN,"[0,0)",food#prices,NEGATIVE,0,0
It was totally overpriced- fish and chips was about $15.... ,fish and chips,1323,257,EN,"[27,41)",food#prices,NEGATIVE,27,41
Tasty Dog!,Dog,1325,258,EN,"[6,9)",food#quality,POSITIVE,6,9
"An awesome organic dog, and a conscious eco friendly establishment.",dog,1326,258,EN,"[19,22)",food#quality,POSITIVE,19,22
"An awesome organic dog, and a conscious eco friendly establishment.",establishment,1326,258,EN,"[53,66)",restaurant#miscellaneous,POSITIVE,53,66
One of the best hot dogs I have ever eaten.,,1327,258,EN,"[0,0)",food#quality,POSITIVE,0,0
Can't wait to go back.,,1328,258,EN,"[0,0)",restaurant#general,POSITIVE,0,0
The Cypriot restaurant has a lot going for it.,Cypriot restaurant,1329,259,EN,"[4,22)",restaurant#general,POSITIVE,4,22
But the best pork souvlaki I ever had is the main thing.,pork souvlaki,1330,259,EN,"[13,26)",food#quality,POSITIVE,13,26
Run don't walk.,,1332,259,EN,"[0,0)",restaurant#general,POSITIVE,0,0
Super YUMMY Pizza!,Pizza,1333,260,EN,"[12,17)",food#quality,POSITIVE,12,17
I was visiting New York City with a friend and we discovered this really warm and inviting restaurant.,restaurant,1334,260,EN,"[91,101)",ambience#general,POSITIVE,91,101
"I LOOOVE their eggplant pizza, as well as their pastas!",eggplant pizza,1335,260,EN,"[15,29)",food#quality,POSITIVE,15,29
"I LOOOVE their eggplant pizza, as well as their pastas!",pastas,1335,260,EN,"[48,54)",food#quality,POSITIVE,48,54
"We had half/half pizza, mine was eggplant and my friend had the buffalo and it was sooo huge for a small size pizza!",half/half pizza,1336,260,EN,"[7,22)",food#style_options,POSITIVE,7,22
